,state_name,state_code,date,day_num,pfe_dose_1,pfe_dose_2,mrna_dose_1,mrna_dose_2,jnj_dose_1
348,Arkansas,AR,03/15/2021,91,39780,39780,28900.0,28900.0,3400.0
349,Louisiana,LA,03/15/2021,91,62010,62010,45000.0,45000.0,5200.0
350,New Mexico,NM,03/15/2021,91,28080,28080,20500.0,20500.0,2400.0
351,Oklahoma,OK,03/15/2021,91,51480,51480,37500.0,37500.0,4400.0
352,Texas,TX,03/15/2021,91,353340,353340,260400.0,260400.0,30200.0
353,Iowa,IA,03/15/2021,91,42120,42120,30400.0,30400.0,3600.0
354,Kansas,KS,03/15/2021,91,38610,38610,27800.0,27800.0,3300.0
355,Missouri,MO,03/15/2021,91,80730,80730,59500.0,59500.0,6900.0
356,Nebraska,NE,03/15/2021,91,25740,25740,18400.0,18400.0,2200.0
357,Colorado,CO,03/15/2021,91,73710,73710,54100.0,54100.0,6300.0
358,Montana,MT,03/15/2021,91,14040,14040,10400.0,10400.0,1200.0
359,North Dakota,ND,03/15/2021,91,10530,10530,7500.0,7500.0,900.0
360,South Dakota,SD,03/15/2021,91,11700,11700,8300.0,8300.0,1000.0
361,Utah,UT,03/15/2021,91,37440,37440,27100.0,27100.0,3200.0
362,Wyoming,WY,03/15/2021,91,8190,8190,5700.0,5700.0,700.0
363,Arizona,AZ,03/15/2021,91,92430,92430,67600.0,67600.0,7900.0
364,California,CA,03/15/2021,91,515970,515970,380300.0,380300.0,44000.0
365,Hawaii,HI,03/15/2021,91,19890,19890,14200.0,14200.0,1700.0
366,Nevada,NV,03/15/2021,91,38610,38610,28500.0,28500.0,3300.0
367,American Samoa,AS,03/15/2021,91,0,0,0.0,0.0,100.0
368,Guam,GU,03/15/2021,91,0,0,0.0,0.0,200.0
369,Marshall Islands,MH,03/15/2021,91,0,0,0.0,0.0,100.0
370,Micronesia,FM,03/15/2021,91,0,0,0.0,0.0,100.0
371,Mariana Islands,,03/15/2021,91,0,0,0.0,0.0,100.0
372,Palau,PW,03/15/2021,91,0,0,0.0,0.0,100.0
373,Alaska,AK,03/15/2021,91,0,0,0.0,0.0,1300.0
374,Idaho,ID,03/15/2021,91,22230,22230,15800.0,15800.0,1900.0
375,Oregon,OR,03/15/2021,91,56160,56160,40800.0,40800.0,4800.0
376,Washington,WA,03/15/2021,91,98280,98280,72400.0,72400.0,8400.0
377,Federal Entities,,03/15/2021,91,182520,182520,143000.0,143000.0,120500.0
378,Connecticut,CT,03/08/2021,84,45630,45630,35800.0,35800.0,0.0
379,Maine,ME,03/08/2021,84,17550,17550,13700.0,13700.0,0.0
380,Massachusetts,MA,03/08/2021,84,87750,87750,69000.0,69000.0,0.0
381,New Hampshire,NH,03/08/2021,84,17550,17550,13700.0,13700.0,0.0
382,Rhode Island,RI,03/08/2021,84,14040,14040,10800.0,10800.0,0.0
383,Vermont,VT,03/08/2021,84,8190,8190,6500.0,6500.0,0.0
384,New Jersey,NJ,03/08/2021,84,111150,111150,87400.0,87400.0,0.0
385,New York,NY,03/08/2021,84,140400,140400,111300.0,111300.0,0.0
386,New York City,,03/08/2021,84,106470,106470,84500.0,84500.0,0.0
387,Puerto Rico,PR,03/08/2021,84,43290,43290,34200.0,34200.0,0.0
388,U.S. Virgin Islands,,03/08/2021,84,2340,2340,1100.0,1100.0,0.0
389,Delaware,DE,03/08/2021,84,12870,12870,9500.0,9500.0,0.0
390,District of Columbia,DC,03/08/2021,84,9360,9360,7200.0,7200.0,0.0
391,Maryland,MD,03/08/2021,84,74880,74880,59000.0,59000.0,0.0
392,Pennsylvania,PA,03/08/2021,84,141570,141570,112400.0,112400.0,0.0
393,Philadelphia,,03/08/2021,84,19890,19890,15600.0,15600.0,0.0
394,Virginia,VA,03/08/2021,84,105300,105300,82800.0,82800.0,0.0
395,West Virginia,WV,03/08/2021,84,23400,23400,18500.0,18500.0,0.0
396,Alabama,AL,03/08/2021,84,60840,60840,47700.0,47700.0,0.0
397,Florida,FL,03/08/2021,84,262080,262080,208000.0,208000.0,0.0
398,Georgia,GA,03/08/2021,84,125190,125190,98600.0,98600.0,0.0
399,Kentucky,KY,03/08/2021,84,54990,54990,43400.0,43400.0,0.0
400,Mississippi,MS,03/08/2021,84,36270,36270,28700.0,28700.0,0.0
401,North Carolina,NC,03/08/2021,84,126360,126360,99500.0,99500.0,0.0
402,South Carolina,SC,03/08/2021,84,62010,62010,48800.0,48800.0,0.0
403,Tennessee,TN,03/08/2021,84,83070,83070,65200.0,65200.0,0.0
404,Chicago,,03/08/2021,84,33930,33930,26500.0,26500.0,0.0
405,Illinois,IL,03/08/2021,84,125190,125190,98700.0,98700.0,0.0
406,Indiana,IN,03/08/2021,84,80730,80730,64100.0,64100.0,0.0
407,Michigan,MI,03/08/2021,84,124020,124020,98200.0,98200.0,0.0
408,Minnesota,MN,03/08/2021,84,67860,67860,53800.0,53800.0,0.0
409,Ohio,OH,03/08/2021,84,143910,143910,114100.0,114100.0,0.0
410,Wisconsin,WI,03/08/2021,84,72540,72540,57100.0,57100.0,0.0
411,Arkansas,AR,03/08/2021,84,37440,37440,28900.0,28900.0,0.0
412,Louisiana,LA,03/08/2021,84,57330,57330,45000.0,45000.0,0.0
413,New Mexico,NM,03/08/2021,84,25740,25740,20500.0,20500.0,0.0
414,Oklahoma,OK,03/08/2021,84,47970,47970,37500.0,37500.0,0.0
415,Texas,TX,03/08/2021,84,328770,328770,260400.0,260400.0,0.0
416,Iowa,IA,03/08/2021,84,38610,38610,30400.0,30400.0,0.0
417,Kansas,KS,03/08/2021,84,35100,35100,27800.0,27800.0,0.0
418,Missouri,MO,03/08/2021,84,76050,76050,59500.0,59500.0,0.0
419,Nebraska,NE,03/08/2021,84,23400,23400,18400.0,18400.0,0.0
420,Colorado,CO,03/08/2021,84,69030,69030,54100.0,54100.0,0.0
421,Montana,MT,03/08/2021,84,14040,14040,10400.0,10400.0,0.0
422,North Dakota,ND,03/08/2021,84,10530,10530,7500.0,7500.0,0.0
423,South Dakota,SD,03/08/2021,84,10530,10530,8300.0,8300.0,0.0
424,Utah,UT,03/08/2021,84,35100,35100,27100.0,27100.0,0.0
425,Wyoming,WY,03/08/2021,84,8190,8190,5700.0,5700.0,0.0
426,Arizona,AZ,03/08/2021,84,85410,85410,67600.0,67600.0,0.0
427,California,CA,03/08/2021,84,479700,479700,380300.0,380300.0,0.0
428,Hawaii,HI,03/08/2021,84,18720,18720,14200.0,14200.0,0.0
429,Nevada,NV,03/08/2021,84,36270,36270,28500.0,28500.0,0.0
430,American Samoa,AS,03/08/2021,84,0,0,0.0,0.0,0.0
431,Guam,GU,03/08/2021,84,0,0,0.0,0.0,0.0
432,Marshall Islands,MH,03/08/2021,84,0,0,0.0,0.0,0.0
433,Micronesia,FM,03/08/2021,84,0,0,0.0,0.0,0.0
434,Mariana Islands,,03/08/2021,84,0,0,0.0,0.0,0.0
435,Palau,PW,03/08/2021,84,0,0,0.0,0.0,0.0
436,Alaska,AK,03/08/2021,84,0,0,0.0,0.0,0.0
437,Idaho,ID,03/08/2021,84,19890,19890,15800.0,15800.0,0.0
438,Oregon,OR,03/08/2021,84,51480,51480,40800.0,40800.0,0.0
439,Washington,WA,03/08/2021,84,91260,91260,72400.0,72400.0,0.0
440,Federal Entities,,03/08/2021,84,230490,221130,197900.0,193500.0,0.0
441,Alabama,AL,03/01/2021,77,54990,54990,47700.0,47700.0,40100.0
442,Alaska,AK,03/01/2021,77,53820,53820,49300.0,49300.0,8900.0
443,American Samoa,AS,03/01/2021,77,9360,0,4400.0,0.0,400.0
444,Arizona,AZ,03/01/2021,77,78390,78390,67600.0,67600.0,56800.0
445,Arkansas,AR,03/01/2021,77,33930,33930,28900.0,28900.0,24400.0
446,California,CA,03/01/2021,77,438750,438750,380300.0,380300.0,320100.0
447,Chicago,,03/01/2021,77,31590,31590,26500.0,26500.0,22300.0
448,Colorado,CO,03/01/2021,77,63180,63180,54100.0,54100.0,45500.0
449,Connecticut,CT,03/01/2021,77,42120,42120,35800.0,35800.0,30200.0
450,Delaware,DE,03/01/2021,77,11700,11700,9500.0,9500.0,8000.0
451,District of Columbia,DC,03/01/2021,77,9360,9360,7200.0,7200.0,6000.0
452,Federal Entities,,03/01/2021,77,209430,190710,180500.0,163500.0,139200.0
453,Florida,FL,03/01/2021,77,239850,239850,208000.0,208000.0,175100.0
454,Georgia,GA,03/01/2021,77,114660,114660,98600.0,98600.0,83000.0
455,Guam,GU,03/01/2021,77,21060,0,14200.0,0.0,1300.0
456,Hawaii,HI,03/01/2021,77,16380,16380,14200.0,14200.0,11900.0
457,Idaho,ID,03/01/2021,77,18720,18720,15800.0,15800.0,13300.0
458,Illinois,IL,03/01/2021,77,114660,114660,98700.0,98700.0,83100.0
459,Indiana,IN,03/01/2021,77,74880,74880,64100.0,64100.0,53900.0
460,Iowa,IA,03/01/2021,77,35100,35100,30400.0,30400.0,25600.0
461,Kansas,KS,03/01/2021,77,32760,32760,27800.0,27800.0,23400.0
462,Kentucky,KY,03/01/2021,77,50310,50310,43400.0,43400.0,36500.0
463,Louisiana,LA,03/01/2021,77,52650,52650,45000.0,45000.0,37900.0
464,Maine,ME,03/01/2021,77,16380,16380,13700.0,13700.0,11500.0
465,Mariana Islands,,03/01/2021,77,9360,0,4600.0,0.0,400.0
466,Marshall Islands,MH,03/01/2021,77,0,0,14000.0,0.0,600.0
467,Maryland,MD,03/01/2021,77,69030,69030,59000.0,59000.0,49600.0
468,Massachusetts,MA,03/01/2021,77,79560,79560,69000.0,69000.0,58100.0
469,Michigan,MI,03/01/2021,77,113490,113490,98200.0,98200.0,82700.0
470,Micronesia,FM,03/01/2021,77,0,0,16600.0,0.0,800.0
471,Minnesota,MN,03/01/2021,77,62010,62010,53800.0,53800.0,45200.0
472,Mississippi,MS,03/01/2021,77,33930,33930,28700.0,28700.0,24200.0
473,Missouri,MO,03/01/2021,77,69030,69030,59500.0,59500.0,50100.0
474,Montana,MT,03/01/2021,77,12870,12870,10400.0,10400.0,8700.0
475,Nebraska,NE,03/01/2021,77,22230,22230,18400.0,18400.0,15500.0
476,Nevada,NV,03/01/2021,77,33930,33930,28500.0,28500.0,24000.0
477,New Hampshire,NH,03/01/2021,77,16380,16380,13700.0,13700.0,11600.0
478,New Jersey,NJ,03/01/2021,77,101790,101790,87400.0,87400.0,73600.0
479,New Mexico,NM,03/01/2021,77,24570,24570,20500.0,20500.0,17200.0
480,New York,NY,03/01/2021,77,128700,128700,111300.0,111300.0,93700.0
481,New York City,,03/01/2021,77,98280,98280,84500.0,84500.0,71100.0
482,North Carolina,NC,03/01/2021,77,115830,115830,99500.0,99500.0,83700.0
483,North Dakota,ND,03/01/2021,77,9360,9360,7500.0,7500.0,6300.0
484,Ohio,OH,03/01/2021,77,132210,132210,114100.0,114100.0,96100.0
485,Oklahoma,OK,03/01/2021,77,43290,43290,37500.0,37500.0,31500.0
486,Oregon,OR,03/01/2021,77,47970,47970,40800.0,40800.0,34400.0
487,Palau,PW,03/01/2021,77,0,0,5400.0,0.0,200.0
488,Pennsylvania,PA,03/01/2021,77,129870,129870,112400.0,112400.0,94600.0
489,Philadelphia,,03/01/2021,77,18720,18720,15600.0,15600.0,13100.0
490,Puerto Rico,PR,03/01/2021,77,39780,39780,34200.0,34200.0,28800.0
491,Rhode Island,RI,03/01/2021,77,12870,12870,10800.0,10800.0,9100.0
492,South Carolina,SC,03/01/2021,77,57330,57330,48800.0,48800.0,41100.0
493,South Dakota,SD,03/01/2021,77,10530,10530,8300.0,8300.0,7000.0
494,Tennessee,TN,03/01/2021,77,76050,76050,65200.0,65200.0,54800.0
495,Texas,TX,03/01/2021,77,300690,300690,260400.0,260400.0,219200.0
496,U.S. Virgin Islands,,03/01/2021,77,2340,2340,1100.0,1100.0,900.0
497,Utah,UT,03/01/2021,77,31590,31590,27100.0,27100.0,22800.0
498,Vermont,VT,03/01/2021,77,8190,8190,6500.0,6500.0,5400.0
499,Virginia,VA,03/01/2021,77,95940,95940,82800.0,82800.0,69700.0
500,Washington,WA,03/01/2021,77,84240,84240,72400.0,72400.0,60900.0
501,West Virginia,WV,03/01/2021,77,22230,22230,18500.0,18500.0,15500.0
502,Wisconsin,WI,03/01/2021,77,66690,66690,57100.0,57100.0,48000.0
503,Wyoming,WY,03/01/2021,77,7020,7020,5700.0,5700.0,4800.0
504,Alabama,AL,02/22/2021,70,47970,47970,47700.0,47700.0,0.0
505,Alaska,AK,02/22/2021,70,0,0,0.0,0.0,0.0
506,American Samoa,AS,02/22/2021,70,0,0,0.0,0.0,0.0
507,Arizona,AZ,02/22/2021,70,69030,69030,67600.0,67600.0,0.0
508,Arkansas,AR,02/22/2021,70,29250,29250,28900.0,28900.0,0.0
509,California,CA,02/22/2021,70,382590,382590,380300.0,380300.0,0.0
510,Chicago,,02/22/2021,70,26910,26910,26500.0,26500.0,0.0
511,Colorado,CO,02/22/2021,70,54990,54990,54100.0,54100.0,0.0
512,Connecticut,CT,02/22/2021,70,36270,36270,35800.0,35800.0,0.0
513,Delaware,DE,02/22/2021,70,10530,10530,9500.0,9500.0,0.0
514,District of Columbia,DC,02/22/2021,70,8190,8190,7200.0,7200.0,0.0
515,Federal Entities,,02/22/2021,70,166140,166140,163500.0,163500.0,0.0
516,Florida,FL,02/22/2021,70,209430,209430,208000.0,208000.0,0.0
517,Georgia,GA,02/22/2021,70,99450,99450,98600.0,98600.0,0.0
518,Guam,GU,02/22/2021,70,0,0,0.0,0.0,0.0
519,Hawaii,HI,02/22/2021,70,15210,15210,14200.0,14200.0,0.0
520,Idaho,ID,02/22/2021,70,16380,16380,15800.0,15800.0,0.0
521,Illinois,IL,02/22/2021,70,99450,99450,98700.0,98700.0,0.0
522,Indiana,IN,02/22/2021,70,64350,64350,64100.0,64100.0,0.0
523,Iowa,IA,02/22/2021,70,31590,31590,30400.0,30400.0,0.0
524,Kansas,KS,02/22/2021,70,28080,28080,27800.0,27800.0,0.0
525,Kentucky,KY,02/22/2021,70,44460,44460,43400.0,43400.0,0.0
526,Louisiana,LA,02/22/2021,70,45630,45630,45000.0,45000.0,0.0
527,Maine,ME,02/22/2021,70,14040,14040,13700.0,13700.0,0.0
528,Mariana Islands,,02/22/2021,70,0,0,0.0,0.0,0.0
529,Marshall Islands,MH,02/22/2021,70,0,0,0.0,0.0,0.0
530,Maryland,MD,02/22/2021,70,59670,59670,59000.0,59000.0,0.0
531,Massachusetts,MA,02/22/2021,70,70200,70200,69000.0,69000.0,0.0
532,Michigan,MI,02/22/2021,70,99450,99450,98200.0,98200.0,0.0
533,Micronesia,FM,02/22/2021,70,0,0,0.0,0.0,0.0
534,Minnesota,MN,02/22/2021,70,54990,54990,53800.0,53800.0,0.0
535,Mississippi,MS,02/22/2021,70,29250,29250,28700.0,28700.0,0.0
536,Missouri,MO,02/22/2021,70,60840,60840,59500.0,59500.0,0.0
537,Montana,MT,02/22/2021,70,10530,10530,10400.0,10400.0,0.0
538,Nebraska,NE,02/22/2021,70,18720,18720,18400.0,18400.0,0.0
539,Nevada,NV,02/22/2021,70,29250,29250,28500.0,28500.0,0.0
540,New Hampshire,NH,02/22/2021,70,14040,14040,13700.0,13700.0,0.0
541,New Jersey,NJ,02/22/2021,70,88920,88920,87400.0,87400.0,0.0
542,New Mexico,NM,02/22/2021,70,21060,21060,20500.0,20500.0,0.0
543,New York,NY,02/22/2021,70,112320,112320,111300.0,111300.0,0.0
544,New York City,,02/22/2021,70,85410,85410,84500.0,84500.0,0.0
545,North Carolina,NC,02/22/2021,70,100620,100620,99500.0,99500.0,0.0
546,North Dakota,ND,02/22/2021,70,8190,8190,7500.0,7500.0,0.0
547,Ohio,OH,02/22/2021,70,115830,115830,114100.0,114100.0,0.0
548,Oklahoma,OK,02/22/2021,70,38610,38610,37500.0,37500.0,0.0
549,Oregon,OR,02/22/2021,70,42120,42120,40800.0,40800.0,0.0
550,Palau,PW,02/22/2021,70,0,0,0.0,0.0,0.0
551,Pennsylvania,PA,02/22/2021,70,113490,113490,112400.0,112400.0,0.0
552,Philadelphia,,02/22/2021,70,16380,16380,15600.0,15600.0,0.0
553,Puerto Rico,PR,02/22/2021,70,35100,35100,34200.0,34200.0,0.0
554,Rhode Island,RI,02/22/2021,70,11700,11700,10800.0,10800.0,0.0
555,South Carolina,SC,02/22/2021,70,49140,49140,48800.0,48800.0,0.0
556,South Dakota,SD,02/22/2021,70,9360,9360,8300.0,8300.0,0.0
557,Tennessee,TN,02/22/2021,70,65520,65520,65200.0,65200.0,0.0
558,Texas,TX,02/22/2021,70,262080,262080,260400.0,260400.0,0.0
559,U.S. Virgin Islands,,02/22/2021,70,1170,1170,1100.0,1100.0,0.0
560,Utah,UT,02/22/2021,70,28080,28080,27100.0,27100.0,0.0
561,Vermont,VT,02/22/2021,70,7020,7020,6500.0,6500.0,0.0
562,Virginia,VA,02/22/2021,70,84240,84240,82800.0,82800.0,0.0
563,Washington,WA,02/22/2021,70,73710,73710,72400.0,72400.0,0.0
564,West Virginia,WV,02/22/2021,70,18720,18720,18500.0,18500.0,0.0
565,Wisconsin,WI,02/22/2021,70,58500,58500,57100.0,57100.0,0.0
566,Wyoming,WY,02/22/2021,70,5850,5850,5700.0,5700.0,0.0
567,Alabama,AL,02/15/2021,63,30225,30225,47700.0,47700.0,0.0
568,Alaska,AK,02/15/2021,63,0,0,0.0,0.0,0.0
569,American Samoa,AS,02/15/2021,63,0,0,0.0,0.0,0.0
570,Arizona,AZ,02/15/2021,63,42900,42900,67600.0,67600.0,0.0
571,Arkansas,AR,02/15/2021,63,18525,18525,28900.0,28900.0,0.0
572,California,CA,02/15/2021,63,241800,241800,380300.0,380300.0,0.0
573,Chicago,,02/15/2021,63,17550,17550,26500.0,26500.0,0.0
574,Colorado,CO,02/15/2021,63,35100,35100,54100.0,54100.0,0.0
575,Connecticut,CT,02/15/2021,63,23400,23400,35800.0,35800.0,0.0
576,Delaware,DE,02/15/2021,63,6825,6825,9500.0,9500.0,0.0
577,District of Columbia,DC,02/15/2021,63,4875,4875,7200.0,7200.0,0.0
578,Federal Entities,,02/15/2021,63,105300,105300,163500.0,163500.0,0.0
579,Florida,FL,02/15/2021,63,132600,132600,208000.0,208000.0,0.0
580,Georgia,GA,02/15/2021,63,63375,63375,98600.0,98600.0,0.0
581,Guam,GU,02/15/2021,63,0,0,0.0,0.0,0.0
582,Hawaii,HI,02/15/2021,63,9750,9750,14200.0,14200.0,0.0
583,Idaho,ID,02/15/2021,63,10725,10725,15800.0,15800.0,0.0
584,Illinois,IL,02/15/2021,63,63375,63375,98700.0,98700.0,0.0
585,Indiana,IN,02/15/2021,63,40950,40950,64100.0,64100.0,0.0
586,Iowa,IA,02/15/2021,63,19500,19500,30400.0,30400.0,0.0
587,Kansas,KS,02/15/2021,63,18525,18525,27800.0,27800.0,0.0
588,Kentucky,KY,02/15/2021,63,28275,28275,43400.0,43400.0,0.0
589,Louisiana,LA,02/15/2021,63,29250,29250,45000.0,45000.0,0.0
590,Maine,ME,02/15/2021,63,8775,8775,13700.0,13700.0,0.0
591,Mariana Islands,,02/15/2021,63,0,0,0.0,0.0,0.0
592,Marshall Islands,MH,02/15/2021,63,0,0,0.0,0.0,0.0
593,Maryland,MD,02/15/2021,63,38025,38025,59000.0,59000.0,0.0
594,Massachusetts,MA,02/15/2021,63,43875,43875,69000.0,69000.0,0.0
595,Michigan,MI,02/15/2021,63,62400,62400,98200.0,98200.0,0.0
596,Micronesia,FM,02/15/2021,63,0,0,0.0,0.0,0.0
597,Minnesota,MN,02/15/2021,63,34125,34125,53800.0,53800.0,0.0
598,Mississippi,MS,02/15/2021,63,18525,18525,28700.0,28700.0,0.0
599,Missouri,MO,02/15/2021,63,38025,38025,59500.0,59500.0,0.0
600,Montana,MT,02/15/2021,63,6825,6825,10400.0,10400.0,0.0
601,Nebraska,NE,02/15/2021,63,11700,11700,18400.0,18400.0,0.0
602,Nevada,NV,02/15/2021,63,18525,18525,28500.0,28500.0,0.0
603,New Hampshire,NH,02/15/2021,63,8775,8775,13700.0,13700.0,0.0
604,New Jersey,NJ,02/15/2021,63,55575,55575,87400.0,87400.0,0.0
605,New Mexico,NM,02/15/2021,63,13650,13650,20500.0,20500.0,0.0
606,New York,NY,02/15/2021,63,71175,71175,111300.0,111300.0,0.0
607,New York City,,02/15/2021,63,53625,53625,84500.0,84500.0,0.0
608,North Carolina,NC,02/15/2021,63,63375,63375,99500.0,99500.0,0.0
609,North Dakota,ND,02/15/2021,63,4875,4875,7500.0,7500.0,0.0
610,Ohio,OH,02/15/2021,63,73125,73125,114100.0,114100.0,0.0
611,Oklahoma,OK,02/15/2021,63,24375,24375,37500.0,37500.0,0.0
612,Oregon,OR,02/15/2021,63,26325,26325,40800.0,40800.0,0.0
613,Palau,PW,02/15/2021,63,0,0,0.0,0.0,0.0
614,Pennsylvania,PA,02/15/2021,63,71175,71175,112400.0,112400.0,0.0
615,Philadelphia,,02/15/2021,63,10725,10725,15600.0,15600.0,0.0
616,Puerto Rico,PR,02/15/2021,63,22425,22425,34200.0,34200.0,0.0
617,Rhode Island,RI,02/15/2021,63,6825,6825,10800.0,10800.0,0.0
618,South Carolina,SC,02/15/2021,63,31200,31200,48800.0,48800.0,0.0
619,South Dakota,SD,02/15/2021,63,5850,5850,8300.0,8300.0,0.0
620,Tennessee,TN,02/15/2021,63,41925,41925,65200.0,65200.0,0.0
621,Texas,TX,02/15/2021,63,165750,165750,260400.0,260400.0,0.0
622,U.S. Virgin Islands,,02/15/2021,63,975,975,1100.0,1100.0,0.0
623,Utah,UT,02/15/2021,63,17550,17550,27100.0,27100.0,0.0
624,Vermont,VT,02/15/2021,63,4875,4875,6500.0,6500.0,0.0
625,Virginia,VA,02/15/2021,63,52650,52650,82800.0,82800.0,0.0
626,Washington,WA,02/15/2021,63,46800,46800,72400.0,72400.0,0.0
627,West Virginia,WV,02/15/2021,63,11700,11700,18500.0,18500.0,0.0
628,Wisconsin,WI,02/15/2021,63,37050,37050,57100.0,57100.0,0.0
629,Wyoming,WY,02/15/2021,63,3900,3900,5700.0,5700.0,0.0
630,Alabama,AL,02/08/2021,56,30225,30225,44100.0,44100.0,0.0
631,Alaska,AK,02/08/2021,56,0,0,0.0,0.0,0.0
632,American Samoa,AS,02/08/2021,56,0,0,0.0,0.0,0.0
633,Arizona,AZ,02/08/2021,56,42900,42900,62500.0,62500.0,0.0
634,Arkansas,AR,02/08/2021,56,18525,18525,26800.0,26800.0,0.0
635,California,CA,02/08/2021,56,241800,241800,351900.0,351900.0,0.0
636,Chicago,,02/08/2021,56,17550,17550,24500.0,24500.0,0.0
637,Colorado,CO,02/08/2021,56,35100,35100,50000.0,50000.0,0.0
638,Connecticut,CT,02/08/2021,56,23400,23400,33100.0,33100.0,0.0
639,Delaware,DE,02/08/2021,56,6825,6825,8800.0,8800.0,0.0
640,District of Columbia,DC,02/08/2021,56,4875,4875,6600.0,6600.0,0.0
641,Federal Entities,,02/08/2021,56,105300,105300,481400.0,481400.0,0.0
642,Florida,FL,02/08/2021,56,132600,132600,192500.0,192500.0,0.0
643,Georgia,GA,02/08/2021,56,63375,63375,91300.0,91300.0,0.0
644,Guam,GU,02/08/2021,56,0,0,0.0,0.0,0.0
645,Hawaii,HI,02/08/2021,56,9750,9750,13100.0,13100.0,0.0
646,Idaho,ID,02/08/2021,56,10725,10725,14700.0,14700.0,0.0
647,Illinois,IL,02/08/2021,56,63375,63375,91300.0,91300.0,0.0
648,Indiana,IN,02/08/2021,56,40950,40950,59300.0,59300.0,0.0
649,Iowa,IA,02/08/2021,56,19500,19500,28200.0,28200.0,0.0
650,Kansas,KS,02/08/2021,56,18525,18525,25700.0,25700.0,0.0
651,Kentucky,KY,02/08/2021,56,28275,28275,40200.0,40200.0,0.0
652,Louisiana,LA,02/08/2021,56,29250,29250,41600.0,41600.0,0.0
653,Maine,ME,02/08/2021,56,8775,8775,12700.0,12700.0,0.0
654,Mariana Islands,,02/08/2021,56,0,0,0.0,0.0,0.0
655,Marshall Islands,MH,02/08/2021,56,0,0,0.0,0.0,0.0
656,Maryland,MD,02/08/2021,56,38025,38025,54600.0,54600.0,0.0
657,Massachusetts,MA,02/08/2021,56,43875,43875,63800.0,63800.0,0.0
658,Michigan,MI,02/08/2021,56,62400,62400,90900.0,90900.0,0.0
659,Micronesia,FM,02/08/2021,56,0,0,0.0,0.0,0.0
660,Minnesota,MN,02/08/2021,56,34125,34125,49700.0,49700.0,0.0
661,Mississippi,MS,02/08/2021,56,18525,18525,26600.0,26600.0,0.0
662,Missouri,MO,02/08/2021,56,38025,38025,55100.0,55100.0,0.0
663,Montana,MT,02/08/2021,56,6825,6825,9600.0,9600.0,0.0
664,Nebraska,NE,02/08/2021,56,11700,11700,17000.0,17000.0,0.0
665,Nevada,NV,02/08/2021,56,18525,18525,26400.0,26400.0,0.0
666,New Hampshire,NH,02/08/2021,56,8775,8775,12700.0,12700.0,0.0
667,New Jersey,NJ,02/08/2021,56,55575,55575,80900.0,80900.0,0.0
668,New Mexico,NM,02/08/2021,56,13650,13650,19000.0,19000.0,0.0
669,New York,NY,02/08/2021,56,71175,71175,103000.0,103000.0,0.0
670,New York City,,02/08/2021,56,53625,53625,78200.0,78200.0,0.0
671,North Carolina,NC,02/08/2021,56,63375,63375,92000.0,92000.0,0.0
672,North Dakota,ND,02/08/2021,56,4875,4875,6900.0,6900.0,0.0
673,Ohio,OH,02/08/2021,56,73125,73125,105600.0,105600.0,0.0
674,Oklahoma,OK,02/08/2021,56,24375,24375,34700.0,34700.0,0.0
675,Oregon,OR,02/08/2021,56,26325,26325,37800.0,37800.0,0.0
676,Palau,PW,02/08/2021,56,0,0,0.0,0.0,0.0
677,Pennsylvania,PA,02/08/2021,56,71175,71175,104000.0,104000.0,0.0
678,Philadelphia,,02/08/2021,56,10725,10725,14400.0,14400.0,0.0
679,Puerto Rico,PR,02/08/2021,56,22425,22425,31600.0,31600.0,0.0
680,Rhode Island,RI,02/08/2021,56,6825,6825,10000.0,10000.0,0.0
681,South Carolina,SC,02/08/2021,56,31200,31200,45200.0,45200.0,0.0
682,South Dakota,SD,02/08/2021,56,5850,5850,7700.0,7700.0,0.0
683,Tennessee,TN,02/08/2021,56,41925,41925,60300.0,60300.0,0.0
684,Texas,TX,02/08/2021,56,165750,165750,241000.0,241000.0,0.0
685,U.S. Virgin Islands,,02/08/2021,56,975,975,1000.0,1000.0,0.0
686,Utah,UT,02/08/2021,56,17550,17550,25100.0,25100.0,0.0
687,Vermont,VT,02/08/2021,56,4875,4875,6000.0,6000.0,0.0
688,Virginia,VA,02/08/2021,56,52650,52650,76600.0,76600.0,0.0
689,Washington,WA,02/08/2021,56,46800,46800,67000.0,67000.0,0.0
690,West Virginia,WV,02/08/2021,56,11700,11700,17100.0,17100.0,0.0
691,Wisconsin,WI,02/08/2021,56,37050,37050,52900.0,52900.0,0.0
692,Wyoming,WY,02/08/2021,56,3900,3900,5300.0,5300.0,0.0
693,Alabama,AL,02/01/2021,49,30225,30225,40400.0,40400.0,0.0
694,Alaska,AK,02/01/2021,49,27300,27300,32300.0,32300.0,0.0
695,American Samoa,AS,02/01/2021,49,7800,0,3200.0,0.0,0.0
696,Arizona,AZ,02/01/2021,49,42900,42900,57200.0,57200.0,0.0
697,Arkansas,AR,02/01/2021,49,18525,18525,24500.0,24500.0,0.0
698,California,CA,02/01/2021,49,240825,240825,322000.0,322000.0,0.0
699,Chicago,,02/01/2021,49,17550,17550,22400.0,22400.0,0.0
700,Colorado,CO,02/01/2021,49,34125,34125,45800.0,45800.0,0.0
701,Connecticut,CT,02/01/2021,49,23400,23400,30300.0,30300.0,0.0
702,Delaware,DE,02/01/2021,49,6825,6825,8000.0,8000.0,0.0
