,state_name,state_code,date,day_num,total_cases,confirmed_cases,probable_cases,new_cases,pnew_cases,total_deaths,confirmed_deaths,probable_deaths,new_deaths,pnew_deaths,consent_cases,consent_deaths,created_at
21729,Delaware,DE,1/18/2021,35,70910,67705.0,3205.0,616,8.0,1016,910.0,106.0,0,0.0,Agree,Agree,1/19/2021 14:37
21730,Florida,FL,1/18/2021,35,1550444,0.0,0.0,7877,719.0,24274,0.0,0.0,137,12.0,Not agree,Not agree,1/19/2021 14:37
21731,,FSM,1/18/2021,35,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,1/19/2021 14:37
21732,Georgia,GA,1/18/2021,35,820952,684763.0,136189.0,4957,572.0,12360,11095.0,1265.0,64,1.0,Agree,Agree,1/19/2021 14:37
21733,Guam,GU,1/18/2021,35,7515,0.0,0.0,41,8.0,125,0.0,0.0,0,0.0,Not agree,Not agree,1/19/2021 14:37
21734,Hawaii,HI,1/18/2021,35,23840,0.0,0.0,115,0.0,319,0.0,0.0,0,0.0,Not agree,Not agree,1/19/2021 14:37
21735,Iowa,IA,1/18/2021,35,305622,0.0,0.0,716,237.0,4324,0.0,0.0,1,1.0,Not agree,Not agree,1/19/2021 14:37
21736,Idaho,ID,1/18/2021,35,155554,127092.0,28462.0,0,0.0,1607,1415.0,192.0,0,0.0,Agree,Agree,1/19/2021 14:37
21737,Illinois,IL,1/18/2021,35,1072214,1072214.0,0.0,3385,0.0,20118,18258.0,1860.0,68,18.0,Agree,Agree,1/19/2021 14:37
21738,Indiana,IN,1/18/2021,35,592709,0.0,0.0,2498,0.0,9340,8966.0,374.0,30,0.0,Not agree,Agree,1/19/2021 14:37
21739,Kansas,KS,1/18/2021,35,259822,215587.0,44235.0,3688,1533.0,3525,0.0,0.0,23,54.0,Agree,0,1/19/2021 14:37
21740,Kentucky,KY,1/18/2021,35,328668,261527.0,67141.0,1993,433.0,3167,2923.0,244.0,40,1.0,Agree,Agree,1/19/2021 14:37
21741,Louisiana,LA,1/18/2021,35,369951,0.0,0.0,971,18.0,8253,7784.0,469.0,50,8.0,Not agree,Agree,1/19/2021 14:37
21742,Massachusetts,MA,1/18/2021,35,461431,451535.0,9896.0,3224,0.0,13632,13424.0,208.0,52,0.0,Agree,Agree,1/19/2021 14:37
21743,Maryland,MD,1/18/2021,35,330186,0.0,0.0,1972,0.0,6650,6476.0,174.0,54,1.0,0,Agree,1/19/2021 14:37
21744,Maine,ME,1/18/2021,35,34261,28033.0,6228.0,385,120.0,519,511.0,8.0,5,0.0,Agree,Agree,1/19/2021 14:37
21745,Michigan,MI,1/18/2021,35,585128,538377.0,46751.0,3343,500.0,14686,13824.0,862.0,17,-3.0,Agree,Agree,1/19/2021 14:37
21746,Minnesota,MN,1/18/2021,35,447349,0.0,0.0,969,96.0,6007,5721.0,286.0,12,1.0,0,Agree,1/19/2021 14:37
21747,Missouri,MO,1/18/2021,35,500025,0.0,0.0,1751,427.0,6256,0.0,0.0,2,0.0,Not agree,Not agree,1/19/2021 9:37
21748,Northern Mariana Islands,MP,1/18/2021,35,129,129.0,0.0,1,0.0,2,2.0,0.0,0,0.0,Agree,Agree,1/19/2021 14:37
21749,Mississippi,MS,1/18/2021,35,255125,164977.0,90148.0,1193,697.0,5574,4182.0,1392.0,50,31.0,Agree,Agree,1/19/2021 14:37
21750,Montana,MT,1/18/2021,35,89576,89576.0,0.0,183,0.0,1093,1093.0,0.0,1,0.0,Agree,Agree,1/19/2021 14:37
21751,North Carolina,NC,1/18/2021,35,680439,615100.0,65339.0,5802,335.0,8111,7472.0,639.0,28,2.0,Agree,Agree,1/20/2021 9:03
21752,North Dakota,ND,1/18/2021,35,96071,92192.0,3879.0,164,76.0,1386,0.0,0.0,2,0.0,Agree,Not agree,1/19/2021 14:37
21753,Nebraska,NE,1/18/2021,35,182418,0.0,0.0,440,0.0,1842,0.0,0.0,5,0.0,Not agree,Not agree,1/19/2021 14:37
21754,New Hampshire,NH,1/18/2021,35,57864,0.0,0.0,1000,0.0,933,0.0,0.0,0,0.0,Not agree,Not agree,1/19/2021 14:37
21755,New Jersey,NJ,1/18/2021,35,631074,568573.0,62501.0,3853,377.0,20458,18367.0,2091.0,19,0.0,Agree,Agree,1/19/2021 14:37
21756,New Mexico,NM,1/18/2021,35,164263,0.0,0.0,626,0.0,2958,0.0,0.0,26,0.0,0,Not agree,1/19/2021 14:37
21757,Nevada,NV,1/18/2021,35,262794,0.0,0.0,1221,0.0,3784,0.0,0.0,5,0.0,0,0,1/19/2021 14:37
21758,New York,NY,1/18/2021,35,719918,0.0,0.0,6957,0.0,14814,0.0,0.0,116,0.0,Not agree,Not agree,1/19/2021 14:37
21759,,NYC,1/18/2021,35,543459,469641.0,73818.0,5566,1252.0,26163,21277.0,4886.0,57,8.0,Agree,Agree,1/19/2021 14:37
21760,Ohio,OH,1/18/2021,35,831066,732762.0,98304.0,4312,1128.0,10281,9205.0,1076.0,81,8.0,Agree,Agree,1/19/2021 14:37
21761,Oklahoma,OK,1/18/2021,35,379398,304968.0,74430.0,1716,548.0,5395,4652.0,743.0,43,8.0,Agree,Agree,1/19/2021 0:00
21762,Oregon,OR,1/18/2021,35,133851,132131.0,1720.0,646,0.0,1803,1788.0,15.0,3,0.0,Agree,Agree,1/19/2021 14:37
21763,Pennsylvania,PA,1/18/2021,35,771845,681461.0,90384.0,4045,358.0,19390,0.0,0.0,80,63.0,Agree,Not agree,1/19/2021 14:37
21764,Puerto Rico,PR,1/18/2021,35,88373,82259.0,6114.0,434,30.0,1703,1420.0,283.0,0,0.0,Agree,Agree,1/19/2021 14:37
21765,Palau,PW,1/18/2021,35,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,1/19/2021 14:37
21766,Rhode Island,RI,1/18/2021,35,107390,0.0,0.0,483,0.0,2197,0.0,0.0,19,0.0,Not agree,0,1/19/2021 14:37
21767,,RMI,1/18/2021,35,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,1/19/2021 14:37
21768,South Carolina,SC,1/18/2021,35,415003,364828.0,50175.0,3179,555.0,6824,0.0,0.0,82,13.0,Agree,Not agree,4/14/2021 13:28
21769,South Dakota,SD,1/18/2021,35,105659,0.0,0.0,115,20.0,1667,1346.0,321.0,11,7.0,0,Agree,1/19/2021 14:37
21770,Tennessee,TN,1/18/2021,35,687751,589550.0,98201.0,2430,574.0,8430,7050.0,1380.0,39,9.0,Agree,Agree,1/19/2021 14:37
21771,Texas,TX,1/18/2021,35,2125552,0.0,0.0,11590,862.0,37025,0.0,0.0,307,0.0,Not agree,Not agree,1/19/2021 0:00
21772,Utah,UT,1/18/2021,35,324919,324919.0,0.0,1082,0.0,1500,1460.0,40.0,7,0.0,Agree,Agree,1/19/2021 14:37
21773,Virginia,VA,1/18/2021,35,451076,366159.0,84917.0,4526,1099.0,5798,5084.0,714.0,59,17.0,Agree,Agree,1/19/2021 14:37
21774,Virgin Islands,VI,1/18/2021,35,2260,0.0,0.0,0,0.0,24,0.0,0.0,0,0.0,0,0,1/19/2021 14:37
21775,Vermont,VT,1/18/2021,35,10220,0.0,0.0,163,0.0,163,0.0,0.0,0,0.0,Not agree,Not agree,1/19/2021 14:37
21776,Washington,WA,1/18/2021,35,289939,0.0,0.0,0,0.0,3903,0.0,0.0,0,0.0,0,0,1/19/2021 14:37
21777,Wisconsin,WI,1/18/2021,35,569335,522877.0,46458.0,1169,86.0,5926,5470.0,456.0,20,1.0,Agree,Agree,1/19/2021 14:37
21778,West Virginia,WV,1/18/2021,35,109809,88434.0,21375.0,988,99.0,1784,0.0,0.0,8,2.0,Agree,Not agree,1/19/2021 14:37
21779,Wyoming,WY,1/18/2021,35,49708,42515.0,7193.0,345,3.0,522,522.0,0.0,0,0.0,Agree,Agree,1/19/2021 14:37
21780,Alaska,AK,1/19/2021,36,50572,0.0,0.0,125,0.0,229,0.0,0.0,1,0.0,0,0,1/20/2021 14:44
21781,Alabama,AL,1/19/2021,36,426543,338983.0,87560.0,2515,712.0,6126,5101.0,1025.0,5,3.0,Agree,Agree,1/20/2021 14:44
21782,Arkansas,AR,1/19/2021,36,273594,0.0,0.0,1331,490.0,4386,0.0,0.0,43,7.0,Not agree,Not agree,1/20/2021 14:44
21783,American Samoa,AS,1/19/2021,36,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,1/20/2021 14:44
21784,Arizona,AZ,1/19/2021,36,685699,647703.0,37996.0,6417,233.0,11266,10128.0,1138.0,1,-2.0,Agree,Agree,1/20/2021 14:44
21785,California,CA,1/19/2021,36,2996968,0.0,0.0,23794,0.0,33739,0.0,0.0,146,0.0,Not agree,Not agree,1/20/2021 14:44
21786,Colorado,CO,1/19/2021,36,377856,360176.0,17680.0,1685,215.0,5388,4702.0,686.0,2,-1.0,Agree,Agree,1/20/2021 14:44
21787,Connecticut,CT,1/19/2021,36,232219,218760.0,13459.0,2094,26.0,6682,5433.0,1249.0,12,3.0,Agree,Agree,1/20/2021 14:44
21788,District of Columbia,DC,1/19/2021,36,34259,0.0,0.0,226,0.0,861,0.0,0.0,4,0.0,0,0,1/20/2021 14:44
21789,Delaware,DE,1/19/2021,36,71311,68095.0,3216.0,401,11.0,1021,915.0,106.0,5,0.0,Agree,Agree,1/20/2021 14:44
21790,Florida,FL,1/19/2021,36,1560015,0.0,0.0,9571,3169.0,24436,0.0,0.0,162,12.0,Not agree,Not agree,1/20/2021 14:44
21791,,FSM,1/19/2021,36,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,1/20/2021 14:44
21792,Georgia,GA,1/19/2021,36,828444,689676.0,138768.0,7492,2579.0,12582,11265.0,1317.0,222,52.0,Agree,Agree,1/20/2021 14:44
21793,Guam,GU,1/19/2021,36,7521,0.0,0.0,6,1.0,128,0.0,0.0,3,0.0,Not agree,Not agree,1/20/2021 14:44
21794,Hawaii,HI,1/19/2021,36,23899,0.0,0.0,59,0.0,321,0.0,0.0,2,0.0,Not agree,Not agree,1/20/2021 14:44
21795,Iowa,IA,1/19/2021,36,306679,0.0,0.0,1057,341.0,4332,0.0,0.0,8,8.0,Not agree,Not agree,1/20/2021 14:44
21796,Idaho,ID,1/19/2021,36,156778,128067.0,28711.0,1224,249.0,1637,1438.0,199.0,30,7.0,Agree,Agree,1/20/2021 14:44
21797,Illinois,IL,1/19/2021,36,1076532,1076532.0,0.0,4318,0.0,20153,18291.0,1862.0,35,2.0,Agree,Agree,1/20/2021 14:44
21798,Indiana,IN,1/19/2021,36,595436,0.0,0.0,2727,0.0,9466,9092.0,374.0,126,0.0,Not agree,Agree,1/20/2021 14:44
21799,Kansas,KS,1/19/2021,36,259822,215587.0,44235.0,0,0.0,3525,0.0,0.0,0,0.0,Agree,0,1/20/2021 14:44
21800,Kentucky,KY,1/19/2021,36,330907,263094.0,67813.0,2239,672.0,3194,2941.0,253.0,27,9.0,Agree,Agree,1/20/2021 14:44
21801,Louisiana,LA,1/19/2021,36,372089,0.0,0.0,2138,332.0,8324,7833.0,491.0,71,22.0,Not agree,Agree,1/20/2021 14:44
21802,Massachusetts,MA,1/19/2021,36,463998,454102.0,9896.0,2567,0.0,13677,13469.0,208.0,45,0.0,Agree,Agree,1/20/2021 14:44
21803,Maryland,MD,1/19/2021,36,332353,0.0,0.0,2167,0.0,6689,6514.0,175.0,39,1.0,0,Agree,1/20/2021 14:44
21804,Maine,ME,1/19/2021,36,34962,28522.0,6440.0,701,212.0,530,521.0,9.0,11,1.0,Agree,Agree,1/20/2021 14:44
21805,Michigan,MI,1/19/2021,36,587448,540115.0,47333.0,2320,582.0,14735,13865.0,870.0,49,8.0,Agree,Agree,1/20/2021 14:44
21806,Minnesota,MN,1/19/2021,36,448268,0.0,0.0,919,77.0,6013,5726.0,287.0,6,1.0,0,Agree,1/20/2021 14:44
21807,Missouri,MO,1/19/2021,36,502988,0.0,0.0,2963,1175.0,6263,0.0,0.0,7,0.0,Not agree,Not agree,1/20/2021 9:44
21808,Northern Mariana Islands,MP,1/19/2021,36,129,129.0,0.0,0,0.0,2,2.0,0.0,0,0.0,Agree,Agree,1/20/2021 14:44
21809,Mississippi,MS,1/19/2021,36,256827,165545.0,91282.0,1702,1134.0,5638,4204.0,1434.0,64,42.0,Agree,Agree,1/20/2021 14:44
21810,Montana,MT,1/19/2021,36,89864,89864.0,0.0,288,0.0,1093,1093.0,0.0,0,0.0,Agree,Agree,1/20/2021 14:44
21811,North Carolina,NC,1/19/2021,36,684497,618570.0,65927.0,4058,588.0,8139,7495.0,644.0,28,5.0,Agree,Agree,1/20/2021 14:44
21812,North Dakota,ND,1/19/2021,36,96222,92275.0,3947.0,151,68.0,1387,0.0,0.0,1,0.0,Agree,Not agree,1/20/2021 14:44
21813,Nebraska,NE,1/19/2021,36,183520,0.0,0.0,1102,0.0,1850,0.0,0.0,8,0.0,Not agree,Not agree,1/20/2021 14:44
21814,New Hampshire,NH,1/19/2021,36,58709,0.0,0.0,845,779.0,938,0.0,0.0,5,2.0,Not agree,Not agree,1/20/2021 14:44
21815,New Jersey,NJ,1/19/2021,36,635702,572306.0,63396.0,4628,895.0,20512,18421.0,2091.0,54,0.0,Agree,Agree,1/20/2021 14:44
21816,New Mexico,NM,1/19/2021,36,164954,0.0,0.0,691,0.0,2975,0.0,0.0,17,0.0,0,Not agree,1/20/2021 14:44
21817,Nevada,NV,1/19/2021,36,263972,0.0,0.0,1178,0.0,3792,0.0,0.0,8,0.0,0,0,1/20/2021 14:44
21818,New York,NY,1/19/2021,36,727080,0.0,0.0,7162,0.0,14937,0.0,0.0,123,0.0,Not agree,Not agree,1/20/2021 14:44
21819,,NYC,1/19/2021,36,548160,473475.0,74685.0,4701,867.0,26249,21346.0,4903.0,86,17.0,Agree,Agree,1/20/2021 14:44
21820,Ohio,OH,1/19/2021,36,836055,736291.0,99764.0,4989,1460.0,10336,9252.0,1084.0,55,8.0,Agree,Agree,1/20/2021 14:44
21821,Oklahoma,OK,1/19/2021,36,382199,306915.0,75284.0,2801,854.0,5459,4700.0,759.0,64,16.0,Agree,Agree,1/20/2021 0:00
21822,Oregon,OR,1/19/2021,36,134468,132748.0,1720.0,617,0.0,1808,1793.0,15.0,5,0.0,Agree,Agree,1/20/2021 14:44
21823,Pennsylvania,PA,1/19/2021,36,777186,685545.0,91641.0,5341,1257.0,19467,0.0,0.0,77,28.0,Agree,Not agree,1/20/2021 14:44
21824,Puerto Rico,PR,1/19/2021,36,88513,82378.0,6135.0,140,21.0,1717,1432.0,285.0,14,2.0,Agree,Agree,1/20/2021 14:44
21825,Palau,PW,1/19/2021,36,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,1/20/2021 14:44
21826,Rhode Island,RI,1/19/2021,36,108257,0.0,0.0,867,0.0,2210,0.0,0.0,13,0.0,Not agree,0,1/20/2021 14:44
21827,,RMI,1/19/2021,36,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,1/20/2021 14:44
21828,South Carolina,SC,1/19/2021,36,418475,367509.0,50966.0,3472,791.0,6895,0.0,0.0,71,12.0,Agree,Not agree,4/14/2021 13:28
21829,South Dakota,SD,1/19/2021,36,105786,0.0,0.0,127,15.0,1667,1346.0,321.0,0,0.0,0,Agree,1/20/2021 14:44
21830,Tennessee,TN,1/19/2021,36,689808,590599.0,99209.0,2057,1008.0,8470,7082.0,1388.0,40,8.0,Agree,Agree,1/20/2021 14:44
21831,Texas,TX,1/19/2021,36,2135028,0.0,0.0,9476,1111.0,37354,0.0,0.0,329,0.0,Not agree,Not agree,1/20/2021 0:00
21832,Utah,UT,1/19/2021,36,326221,326221.0,0.0,1302,0.0,1507,1466.0,41.0,7,1.0,Agree,Agree,1/20/2021 14:44
21833,Virginia,VA,1/19/2021,36,455591,369056.0,86535.0,4515,1618.0,5861,5137.0,724.0,63,10.0,Agree,Agree,1/20/2021 14:44
21834,Virgin Islands,VI,1/19/2021,36,2283,0.0,0.0,23,0.0,24,0.0,0.0,0,0.0,0,0,1/20/2021 14:44
21835,Vermont,VT,1/19/2021,36,10321,0.0,0.0,101,3.0,163,0.0,0.0,0,0.0,Not agree,Not agree,1/20/2021 14:44
21836,Washington,WA,1/19/2021,36,291989,0.0,0.0,2050,33.0,3940,0.0,0.0,37,0.0,0,0,1/20/2021 14:44
21837,Wisconsin,WI,1/19/2021,36,571268,524402.0,46866.0,1933,408.0,5973,5512.0,461.0,47,5.0,Agree,Agree,1/20/2021 14:44
21838,West Virginia,WV,1/19/2021,36,110820,89149.0,21671.0,1011,296.0,1815,0.0,0.0,31,9.0,Agree,Not agree,1/20/2021 14:44
21839,Wyoming,WY,1/19/2021,36,49922,42638.0,7284.0,214,91.0,550,550.0,0.0,28,0.0,Agree,Agree,1/20/2021 14:44
21840,Alaska,AK,1/20/2021,37,50732,0.0,0.0,160,0.0,251,0.0,0.0,22,0.0,0,0,1/21/2021 14:44
21841,Alabama,AL,1/20/2021,37,429655,340887.0,88768.0,3112,1208.0,6283,5211.0,1072.0,157,47.0,Agree,Agree,1/21/2021 14:44
21842,Arkansas,AR,1/20/2021,37,276114,0.0,0.0,2520,1030.0,4441,0.0,0.0,55,19.0,Not agree,Not agree,1/21/2021 14:44
21843,American Samoa,AS,1/20/2021,37,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,1/21/2021 14:44
21844,Arizona,AZ,1/20/2021,37,690544,652191.0,38353.0,4845,357.0,11528,10341.0,1187.0,262,49.0,Agree,Agree,1/21/2021 14:44
21845,California,CA,1/20/2021,37,3019371,0.0,0.0,22403,0.0,34433,0.0,0.0,694,0.0,Not agree,Not agree,1/21/2021 14:44
21846,Colorado,CO,1/20/2021,37,379227,361373.0,17854.0,1371,174.0,5422,4731.0,691.0,34,5.0,Agree,Agree,1/21/2021 14:44
21847,Connecticut,CT,1/20/2021,37,234134,220121.0,14013.0,1915,554.0,6726,5470.0,1256.0,44,7.0,Agree,Agree,1/21/2021 14:44
21848,District of Columbia,DC,1/20/2021,37,34403,0.0,0.0,144,0.0,863,0.0,0.0,2,0.0,0,0,1/21/2021 14:44
21849,Delaware,DE,1/20/2021,37,71775,68532.0,3243.0,464,27.0,1026,919.0,107.0,5,1.0,Agree,Agree,1/21/2021 14:44
21850,Florida,FL,1/20/2021,37,1571840,0.0,0.0,11825,0.0,24578,0.0,0.0,142,0.0,Not agree,Not agree,1/21/2021 14:44
21851,,FSM,1/20/2021,37,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,1/21/2021 14:44
21852,Georgia,GA,1/20/2021,37,836649,695400.0,141249.0,8205,2481.0,12778,11411.0,1367.0,196,50.0,Agree,Agree,1/21/2021 14:44
21853,Guam,GU,1/20/2021,37,7521,0.0,0.0,0,0.0,128,0.0,0.0,0,0.0,Not agree,Not agree,1/21/2021 14:44
21854,Hawaii,HI,1/20/2021,37,23967,0.0,0.0,68,0.0,322,0.0,0.0,1,0.0,Not agree,Not agree,1/21/2021 14:44
21855,Iowa,IA,1/20/2021,37,307908,0.0,0.0,1229,512.0,4394,0.0,0.0,62,62.0,Not agree,Not agree,1/21/2021 14:44
21856,Idaho,ID,1/20/2021,37,157588,128633.0,28955.0,810,244.0,1635,1436.0,199.0,-2,0.0,Agree,Agree,1/21/2021 14:44
21857,Illinois,IL,1/20/2021,37,1081354,1081354.0,0.0,4822,0.0,20285,18398.0,1887.0,132,25.0,Agree,Agree,1/21/2021 14:44
21858,Indiana,IN,1/20/2021,37,598313,0.0,0.0,2877,0.0,9529,9154.0,375.0,63,1.0,Not agree,Agree,1/21/2021 14:44
21859,Kansas,KS,1/20/2021,37,263412,217573.0,45839.0,3590,1604.0,3575,0.0,0.0,50,13.0,Agree,0,1/21/2021 14:44
21860,Kentucky,KY,1/20/2021,37,334321,265333.0,68988.0,3414,1175.0,3243,2983.0,260.0,49,7.0,Agree,Agree,1/21/2021 14:44
21861,Louisiana,LA,1/20/2021,37,374582,0.0,0.0,2493,1059.0,8383,7881.0,502.0,59,11.0,Not agree,Agree,1/21/2021 14:44
21862,Massachusetts,MA,1/20/2021,37,467985,458089.0,9896.0,3987,0.0,13755,13547.0,208.0,78,0.0,Agree,Agree,1/21/2021 14:44
21863,Maryland,MD,1/20/2021,37,334519,0.0,0.0,2166,0.0,6735,6560.0,175.0,46,0.0,0,Agree,1/21/2021 14:44
21864,Maine,ME,1/20/2021,37,35637,28998.0,6639.0,675,199.0,536,527.0,9.0,6,0.0,Agree,Agree,1/21/2021 14:44
21865,Michigan,MI,1/20/2021,37,589869,542146.0,47723.0,2421,390.0,14770,13905.0,865.0,35,-5.0,Agree,Agree,1/21/2021 14:44
21866,Minnesota,MN,1/20/2021,37,449492,0.0,0.0,1224,220.0,6047,5756.0,291.0,34,4.0,0,Agree,1/21/2021 14:44
21867,Missouri,MO,1/20/2021,37,505659,0.0,0.0,2671,819.0,6461,0.0,0.0,198,0.0,Not agree,Not agree,1/21/2021 9:44
21868,Northern Mariana Islands,MP,1/20/2021,37,129,129.0,0.0,0,0.0,2,2.0,0.0,0,0.0,Agree,Agree,1/21/2021 14:44
21869,Mississippi,MS,1/20/2021,37,259117,166398.0,92719.0,2290,1437.0,5668,4218.0,1450.0,30,16.0,Agree,Agree,1/21/2021 14:44
21870,Montana,MT,1/20/2021,37,90255,90255.0,0.0,391,0.0,1094,1094.0,0.0,1,0.0,Agree,Agree,1/21/2021 14:44
21871,North Carolina,NC,1/20/2021,37,690912,622857.0,68055.0,6415,2128.0,8200,7542.0,658.0,61,14.0,Agree,Agree,1/21/2021 14:44
21872,North Dakota,ND,1/20/2021,37,96370,92396.0,3974.0,148,27.0,1400,0.0,0.0,13,0.0,Agree,Not agree,1/21/2021 14:44
21873,Nebraska,NE,1/20/2021,37,184481,0.0,0.0,961,0.0,1862,0.0,0.0,12,0.0,Not agree,Not agree,1/21/2021 14:44
21874,New Hampshire,NH,1/20/2021,37,59437,0.0,0.0,728,274.0,950,0.0,0.0,12,5.0,Not agree,Not agree,1/21/2021 14:44
21875,New Jersey,NJ,1/20/2021,37,641140,576720.0,64420.0,5438,1024.0,20664,18543.0,2121.0,152,30.0,Agree,Agree,1/21/2021 14:44
21876,New Mexico,NM,1/20/2021,37,165835,0.0,0.0,881,0.0,3009,0.0,0.0,34,0.0,0,Not agree,1/21/2021 14:44
21877,Nevada,NV,1/20/2021,37,265143,0.0,0.0,1171,0.0,3863,0.0,0.0,71,0.0,0,0,1/21/2021 14:44
21878,New York,NY,1/20/2021,37,733850,0.0,0.0,6770,0.0,15065,0.0,0.0,128,0.0,Not agree,Not agree,1/21/2021 14:44
21879,,NYC,1/20/2021,37,553350,477922.0,75428.0,5190,743.0,26334,21434.0,4900.0,85,-3.0,Agree,Agree,1/21/2021 14:44
21880,Ohio,OH,1/20/2021,37,842433,740926.0,101507.0,6378,1743.0,10409,9313.0,1096.0,73,12.0,Agree,Agree,1/21/2021 14:44
21881,Oklahoma,OK,1/20/2021,37,385021,308937.0,76084.0,2822,800.0,5519,4750.0,769.0,60,10.0,Agree,Agree,1/21/2021 0:00
21882,Oregon,OR,1/20/2021,37,135142,133422.0,1720.0,674,0.0,1832,1817.0,15.0,24,0.0,Agree,Agree,1/21/2021 14:44
21883,Pennsylvania,PA,1/20/2021,37,783170,689913.0,93257.0,5984,1616.0,19868,0.0,0.0,401,246.0,Agree,Not agree,1/21/2021 14:44
21884,Puerto Rico,PR,1/20/2021,37,88728,82540.0,6188.0,215,53.0,1732,1447.0,285.0,15,0.0,Agree,Agree,1/21/2021 14:44
21885,Palau,PW,1/20/2021,37,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,1/21/2021 14:44
21886,Rhode Island,RI,1/20/2021,37,109151,0.0,0.0,894,0.0,2235,0.0,0.0,25,0.0,Not agree,0,1/21/2021 14:44
21887,,RMI,1/20/2021,37,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,1/21/2021 14:44
21888,South Carolina,SC,1/20/2021,37,423360,371050.0,52310.0,4885,1344.0,6977,0.0,0.0,82,17.0,Agree,Not agree,4/14/2021 13:28
21889,South Dakota,SD,1/20/2021,37,106063,0.0,0.0,277,74.0,1667,1346.0,321.0,0,0.0,0,Agree,1/21/2021 14:44
21890,Tennessee,TN,1/20/2021,37,694291,593314.0,100977.0,4483,1768.0,8556,7134.0,1422.0,86,34.0,Agree,Agree,1/21/2021 14:44
21891,Texas,TX,1/20/2021,37,2166283,0.0,0.0,31255,5320.0,37689,0.0,0.0,335,0.0,Not agree,Not agree,1/21/2021 0:00
21892,Utah,UT,1/20/2021,37,328308,328308.0,0.0,2087,0.0,1517,1476.0,41.0,10,0.0,Agree,Agree,1/21/2021 14:44
21893,Virginia,VA,1/20/2021,37,459604,372216.0,87388.0,4013,853.0,5940,5211.0,729.0,79,5.0,Agree,Agree,1/21/2021 14:44
21894,Virgin Islands,VI,1/20/2021,37,2305,0.0,0.0,22,0.0,24,0.0,0.0,0,0.0,0,0,1/21/2021 14:44
21895,Vermont,VT,1/20/2021,37,10471,0.0,0.0,150,0.0,165,0.0,0.0,2,0.0,Not agree,Not agree,1/21/2021 14:44
21896,Washington,WA,1/20/2021,37,294017,0.0,0.0,2028,191.0,3940,0.0,0.0,0,0.0,0,0,1/21/2021 14:44
21897,Wisconsin,WI,1/20/2021,37,573119,525924.0,47195.0,1851,329.0,6035,5562.0,473.0,62,12.0,Agree,Agree,1/21/2021 14:44
21898,West Virginia,WV,1/20/2021,37,111677,89711.0,21966.0,857,295.0,1836,0.0,0.0,21,5.0,Agree,Not agree,1/21/2021 14:44
21899,Wyoming,WY,1/20/2021,37,50124,42788.0,7336.0,202,52.0,550,550.0,0.0,0,0.0,Agree,Agree,1/21/2021 14:44
21900,Alaska,AK,1/21/2021,38,50941,0.0,0.0,209,0.0,252,0.0,0.0,1,0.0,0,0,1/22/2021 14:51
21901,Alabama,AL,1/21/2021,38,432536,342982.0,89554.0,2881,786.0,6379,5279.0,1100.0,96,28.0,Agree,Agree,1/22/2021 14:51
21902,Arkansas,AR,1/21/2021,38,279220,0.0,0.0,3106,1150.0,4496,0.0,0.0,55,23.0,Not agree,Not agree,1/22/2021 14:51
21903,American Samoa,AS,1/21/2021,38,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,1/22/2021 14:51
21904,Arizona,AZ,1/21/2021,38,699942,658954.0,40988.0,9398,2635.0,11772,10543.0,1229.0,244,42.0,Agree,Agree,1/22/2021 14:51
21905,California,CA,1/21/2021,38,3039044,0.0,0.0,19673,0.0,35004,0.0,0.0,571,0.0,Not agree,Not agree,1/22/2021 14:51
21906,Colorado,CO,1/21/2021,38,381210,363141.0,18069.0,1983,215.0,5440,4746.0,694.0,18,3.0,Agree,Agree,1/22/2021 14:51
21907,Connecticut,CT,1/21/2021,38,235796,221645.0,14151.0,1662,138.0,6774,5511.0,1263.0,48,7.0,Agree,Agree,1/22/2021 14:51
21908,District of Columbia,DC,1/21/2021,38,34612,0.0,0.0,209,0.0,864,0.0,0.0,1,0.0,0,0,1/22/2021 14:51
21909,Delaware,DE,1/21/2021,38,72523,69221.0,3302.0,748,59.0,1027,920.0,107.0,1,0.0,Agree,Agree,1/22/2021 14:51
21910,Florida,FL,1/21/2021,38,1584442,0.0,0.0,12602,7810.0,24739,0.0,0.0,161,33.0,Not agree,Not agree,1/22/2021 14:51
21911,,FSM,1/21/2021,38,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,1/22/2021 14:51
21912,Georgia,GA,1/21/2021,38,844799,701308.0,143491.0,8150,2242.0,12889,11511.0,1378.0,111,11.0,Agree,Agree,1/22/2021 14:51
