,state_name,state_code,date,day_num,total_cases,confirmed_cases,probable_cases,new_cases,pnew_cases,total_deaths,confirmed_deaths,probable_deaths,new_deaths,pnew_deaths,consent_cases,consent_deaths,created_at
25503,American Samoa,AS,3/22/2021,98,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3/23/2021 14:05
25504,Arizona,AZ,3/22/2021,98,836737,778236.0,58501.0,484,90.0,16745,14817.0,1928.0,0,0.0,Agree,Agree,3/23/2021 14:05
25505,California,CA,3/22/2021,98,3547278,0.0,0.0,2000,0.0,56545,0.0,0.0,427,0.0,Not agree,Not agree,3/23/2021 14:05
25506,Colorado,CO,3/22/2021,98,450934,423926.0,27008.0,304,62.0,6070,5344.0,726.0,-3,-4.0,Agree,Agree,3/23/2021 14:05
25507,Connecticut,CT,3/22/2021,98,299667,278188.0,21479.0,2976,328.0,7841,6452.0,1389.0,9,0.0,Agree,Agree,3/23/2021 14:05
25508,District of Columbia,DC,3/22/2021,98,43383,0.0,0.0,154,0.0,1050,0.0,0.0,0,0.0,0,0,3/23/2021 14:05
25509,Delaware,DE,3/22/2021,98,92429,87244.0,5185.0,142,23.0,1531,1394.0,137.0,2,0.0,Agree,Agree,3/23/2021 14:05
25510,Florida,FL,3/22/2021,98,1974051,0.0,0.0,2780,920.0,32779,0.0,0.0,37,2.0,Not agree,Not agree,3/23/2021 14:05
25511,,FSM,3/22/2021,98,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,3/23/2021 14:05
25512,Georgia,GA,3/22/2021,98,1046382,843675.0,202707.0,744,210.0,18556,16171.0,2385.0,26,0.0,Agree,Agree,3/23/2021 14:05
25513,Guam,GU,3/22/2021,98,7786,0.0,0.0,6,0.0,134,0.0,0.0,0,0.0,Not agree,Not agree,3/23/2021 14:05
25514,Hawaii,HI,3/22/2021,98,27952,0.0,0.0,78,0.0,451,0.0,0.0,0,0.0,Not agree,Not agree,3/23/2021 14:05
25515,Iowa,IA,3/22/2021,98,345934,0.0,0.0,224,59.0,5675,0.0,0.0,0,0.0,Not agree,Not agree,3/23/2021 14:05
25516,Idaho,ID,3/22/2021,98,177760,143106.0,34654.0,340,86.0,1946,1699.0,247.0,5,0.0,Agree,Agree,3/23/2021 14:05
25517,Illinois,IL,3/22/2021,98,1223083,1223083.0,0.0,1220,0.0,23379,21103.0,2276.0,22,0.0,Agree,Agree,3/23/2021 14:05
25518,Indiana,IN,3/22/2021,98,678416,0.0,0.0,511,0.0,12947,12537.0,410.0,1,0.0,Not agree,Agree,3/23/2021 14:05
25519,Kansas,KS,3/22/2021,98,300125,242990.0,57135.0,615,404.0,4850,0.0,0.0,8,4.0,Agree,0,3/23/2021 14:05
25520,Kentucky,KY,3/22/2021,98,421121,321363.0,99758.0,293,96.0,5799,5256.0,543.0,61,5.0,Agree,Agree,3/23/2021 14:05
25521,Louisiana,LA,3/22/2021,98,441066,0.0,0.0,1329,366.0,10030,9225.0,805.0,42,16.0,Not agree,Agree,3/23/2021 14:05
25522,Massachusetts,MA,3/22/2021,98,590579,580683.0,9896.0,1103,0.0,16766,16558.0,208.0,27,0.0,Agree,Agree,3/23/2021 14:05
25523,Maryland,MD,3/22/2021,98,401427,0.0,0.0,722,0.0,8195,8010.0,185.0,11,0.0,0,Agree,3/23/2021 14:05
25524,Maine,ME,3/22/2021,98,48774,37660.0,11114.0,131,30.0,731,708.0,23.0,2,0.0,Agree,Agree,3/23/2021 14:05
25525,Michigan,MI,3/22/2021,98,696838,629615.0,67223.0,5768,964.0,16912,15903.0,1009.0,6,0.0,Agree,Agree,3/23/2021 14:05
25526,Minnesota,MN,3/22/2021,98,506376,0.0,0.0,1152,143.0,6850,6412.0,438.0,0,0.0,0,Agree,3/23/2021 14:05
25527,Missouri,MO,3/22/2021,98,571460,0.0,0.0,584,229.0,8429,0.0,0.0,55,0.0,Not agree,Not agree,3/23/2021 14:05
25528,Northern Mariana Islands,MP,3/22/2021,98,158,158.0,0.0,1,0.0,2,2.0,0.0,0,0.0,Agree,Agree,3/23/2021 14:05
25529,Mississippi,MS,3/22/2021,98,303238,186527.0,116711.0,306,229.0,6977,4841.0,2136.0,21,10.0,Agree,Agree,3/23/2021 14:05
25530,Montana,MT,3/22/2021,98,103098,96114.0,6984.0,38,7.0,1414,1414.0,0.0,0,0.0,Agree,Agree,3/23/2021 14:05
25531,North Carolina,NC,3/22/2021,98,898102,778459.0,119643.0,2839,471.0,11836,10451.0,1385.0,16,4.0,Agree,Agree,3/23/2021 14:05
25532,North Dakota,ND,3/22/2021,98,101865,95813.0,6052.0,164,115.0,1463,0.0,0.0,2,0.0,Agree,Not agree,3/23/2021 14:05
25533,Nebraska,NE,3/22/2021,98,206707,0.0,0.0,136,0.0,2137,0.0,0.0,2,0.0,Not agree,Not agree,3/23/2021 14:05
25534,New Hampshire,NH,3/22/2021,98,80750,0.0,0.0,207,59.0,1217,0.0,0.0,0,0.0,Not agree,Not agree,3/23/2021 14:05
25535,New Jersey,NJ,3/22/2021,98,869037,767583.0,101454.0,3151,558.0,24181,21666.0,2515.0,7,0.0,Agree,Agree,3/23/2021 14:05
25536,New Mexico,NM,3/22/2021,98,189893,0.0,0.0,162,0.0,3892,0.0,0.0,3,0.0,0,Not agree,3/23/2021 14:05
25537,Nevada,NV,3/22/2021,98,301334,0.0,0.0,156,0.0,5174,0.0,0.0,2,0.0,0,0,3/23/2021 14:05
25538,New York,NY,3/22/2021,98,991538,0.0,0.0,2796,0.0,18594,0.0,0.0,17,0.0,Not agree,Not agree,3/23/2021 14:05
25539,,NYC,3/22/2021,98,812346,677334.0,135012.0,9383,2131.0,30737,25699.0,5038.0,49,0.0,Agree,Agree,3/23/2021 14:05
25540,Ohio,OH,3/22/2021,98,1001194,851248.0,149946.0,1444,547.0,18347,18347.0,0.0,0,0.0,Agree,Agree,3/23/2021 14:05
25541,Oklahoma,OK,3/22/2021,98,439205,346826.0,92379.0,214,65.0,6648,5633.0,1015.0,1,0.0,Agree,Agree,3/23/2021 0:00
25542,Oregon,OR,3/22/2021,98,161706,161706.0,0.0,175,0.0,2365,2365.0,0.0,2,0.0,Agree,Agree,3/23/2021 14:05
25543,Pennsylvania,PA,3/22/2021,98,988435,844567.0,143868.0,1578,146.0,24789,0.0,0.0,1,-7.0,Agree,Not agree,3/23/2021 14:05
25544,Puerto Rico,PR,3/22/2021,98,104743,96140.0,8603.0,227,54.0,2098,1785.0,313.0,2,0.0,Agree,Agree,3/23/2021 14:05
25545,Palau,PW,3/22/2021,98,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3/23/2021 14:05
25546,Rhode Island,RI,3/22/2021,98,134009,0.0,0.0,390,0.0,2607,0.0,0.0,0,0.0,Not agree,0,3/23/2021 14:05
25547,,RMI,3/22/2021,98,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,3/23/2021 14:05
25548,South Carolina,SC,3/22/2021,98,545613,460768.0,84845.0,721,185.0,9134,0.0,0.0,13,4.0,Agree,Not agree,4/14/2021 13:28
25549,South Dakota,SD,3/22/2021,98,115972,0.0,0.0,105,19.0,1923,1567.0,356.0,0,0.0,0,Agree,3/23/2021 14:05
25550,Tennessee,TN,3/22/2021,98,801645,666643.0,135002.0,1443,477.0,11713,9414.0,2299.0,0,0.0,Agree,Agree,3/23/2021 14:05
25551,Texas,TX,3/22/2021,98,2747693,0.0,0.0,2532,804.0,47674,0.0,0.0,42,0.0,Not agree,Not agree,3/23/2021 0:00
25552,Utah,UT,3/22/2021,98,381788,381788.0,0.0,159,0.0,2062,2004.0,58.0,0,0.0,Agree,Agree,3/23/2021 14:05
25553,Virginia,VA,3/22/2021,98,607234,476123.0,131111.0,1267,529.0,10137,8497.0,1640.0,10,-3.0,Agree,Agree,3/23/2021 14:05
25554,Virgin Islands,VI,3/22/2021,98,2858,0.0,0.0,0,0.0,25,0.0,0.0,0,0.0,0,0,3/23/2021 14:05
25555,Vermont,VT,3/22/2021,98,17839,0.0,0.0,99,0.0,219,0.0,0.0,0,0.0,Not agree,Not agree,3/23/2021 14:05
25556,Washington,WA,3/22/2021,98,355986,0.0,0.0,574,73.0,5183,0.0,0.0,9,0.0,0,0,3/23/2021 14:05
25557,Wisconsin,WI,3/22/2021,98,629787,572770.0,57017.0,380,42.0,7240,6576.0,664.0,0,0.0,Agree,Agree,3/23/2021 14:05
25558,West Virginia,WV,3/22/2021,98,138102,109836.0,28266.0,276,83.0,2612,0.0,0.0,6,1.0,Agree,Not agree,3/23/2021 14:05
25559,Wyoming,WY,3/22/2021,98,55730,47181.0,8549.0,149,37.0,693,693.0,0.0,0,0.0,Agree,Agree,3/23/2021 14:05
25560,Alaska,AK,3/23/2021,99,59165,0.0,0.0,172,0.0,308,0.0,0.0,2,0.0,0,0,3/24/2021 14:16
25561,Alabama,AL,3/23/2021,99,511789,398877.0,112912.0,10,-71.0,10450,8237.0,2213.0,14,3.0,Agree,Agree,3/24/2021 14:16
25562,Arkansas,AR,3/23/2021,99,328946,0.0,0.0,239,120.0,5547,0.0,0.0,3,-2.0,Not agree,Not agree,3/24/2021 14:16
25563,American Samoa,AS,3/23/2021,99,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3/24/2021 14:16
25564,Arizona,AZ,3/23/2021,99,837244,778661.0,58583.0,507,82.0,16798,14865.0,1933.0,53,5.0,Agree,Agree,3/24/2021 14:16
25565,California,CA,3/23/2021,99,3549101,0.0,0.0,1823,0.0,56596,0.0,0.0,51,0.0,Not agree,Not agree,3/24/2021 14:16
25566,Colorado,CO,3/23/2021,99,452304,425097.0,27207.0,1370,199.0,6074,5350.0,724.0,4,-2.0,Agree,Agree,3/24/2021 14:16
25567,Connecticut,CT,3/23/2021,99,300565,278931.0,21634.0,898,155.0,7845,6454.0,1391.0,4,2.0,Agree,Agree,3/24/2021 14:16
25568,District of Columbia,DC,3/23/2021,99,43488,0.0,0.0,105,0.0,1051,0.0,0.0,1,0.0,0,0,3/24/2021 14:16
25569,Delaware,DE,3/23/2021,99,92609,87412.0,5197.0,180,12.0,1535,1397.0,138.0,4,1.0,Agree,Agree,3/24/2021 14:16
25570,Florida,FL,3/23/2021,99,1979240,0.0,0.0,5189,1613.0,32820,0.0,0.0,41,2.0,Not agree,Not agree,3/24/2021 14:16
25571,,FSM,3/23/2021,99,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,3/24/2021 14:16
25572,Georgia,GA,3/23/2021,99,1048173,844720.0,203453.0,1791,746.0,18588,16187.0,2401.0,32,16.0,Agree,Agree,3/24/2021 14:16
25573,Guam,GU,3/23/2021,99,7789,0.0,0.0,3,0.0,134,0.0,0.0,0,0.0,Not agree,Not agree,3/24/2021 14:16
25574,Hawaii,HI,3/23/2021,99,27990,0.0,0.0,38,0.0,451,0.0,0.0,0,0.0,Not agree,Not agree,3/24/2021 14:16
25575,Iowa,IA,3/23/2021,99,346447,0.0,0.0,513,203.0,5683,0.0,0.0,8,8.0,Not agree,Not agree,3/24/2021 14:16
25576,Idaho,ID,3/23/2021,99,178119,143354.0,34765.0,359,111.0,1951,1703.0,248.0,5,1.0,Agree,Agree,3/24/2021 14:16
25577,Illinois,IL,3/23/2021,99,1224915,1224915.0,0.0,1832,0.0,23391,21116.0,2275.0,12,-1.0,Agree,Agree,3/24/2021 14:16
25578,Indiana,IN,3/23/2021,99,679079,0.0,0.0,663,0.0,12959,12553.0,406.0,12,-4.0,Not agree,Agree,3/24/2021 14:16
25579,Kansas,KS,3/23/2021,99,300125,242990.0,57135.0,0,0.0,4850,0.0,0.0,0,0.0,Agree,0,3/24/2021 14:16
25580,Kentucky,KY,3/23/2021,99,421999,321890.0,100109.0,878,351.0,5814,5270.0,544.0,15,1.0,Agree,Agree,3/24/2021 14:16
25581,Louisiana,LA,3/23/2021,99,441771,0.0,0.0,705,312.0,10037,9231.0,806.0,7,1.0,Not agree,Agree,3/24/2021 14:16
25582,Massachusetts,MA,3/23/2021,99,592055,582159.0,9896.0,1476,0.0,16786,16578.0,208.0,20,0.0,Agree,Agree,3/24/2021 14:16
25583,Maryland,MD,3/23/2021,99,402600,0.0,0.0,1173,0.0,8214,8029.0,185.0,19,0.0,0,Agree,3/24/2021 14:16
25584,Maine,ME,3/23/2021,99,48973,37833.0,11140.0,199,26.0,731,708.0,23.0,0,0.0,Agree,Agree,3/24/2021 14:16
25585,Michigan,MI,3/23/2021,99,701378,633191.0,68187.0,4540,964.0,16932,15919.0,1013.0,12,4.0,Agree,Agree,3/24/2021 14:16
25586,Minnesota,MN,3/23/2021,99,507231,0.0,0.0,855,172.0,6857,6419.0,438.0,7,0.0,0,Agree,3/24/2021 14:16
25587,Missouri,MO,3/23/2021,99,572147,0.0,0.0,687,295.0,8434,0.0,0.0,5,0.0,Not agree,Not agree,3/24/2021 14:16
25588,Northern Mariana Islands,MP,3/23/2021,99,158,158.0,0.0,0,0.0,2,2.0,0.0,0,0.0,Agree,Agree,3/24/2021 14:16
25589,Mississippi,MS,3/23/2021,99,303625,186684.0,116941.0,387,230.0,6981,4844.0,2137.0,4,1.0,Agree,Agree,3/24/2021 14:16
25590,Montana,MT,3/23/2021,99,103452,96408.0,7044.0,354,60.0,1419,1419.0,0.0,5,0.0,Agree,Agree,3/24/2021 14:16
25591,North Carolina,NC,3/23/2021,99,899164,779157.0,120007.0,1062,364.0,11854,10468.0,1386.0,18,1.0,Agree,Agree,3/24/2021 14:16
25592,North Dakota,ND,3/23/2021,99,102001,95889.0,6112.0,136,60.0,1464,0.0,0.0,1,0.0,Agree,Not agree,3/24/2021 14:16
25593,Nebraska,NE,3/23/2021,99,206707,0.0,0.0,0,0.0,2137,0.0,0.0,0,0.0,Not agree,Not agree,3/24/2021 14:16
25594,New Hampshire,NH,3/23/2021,99,81132,0.0,0.0,382,191.0,1218,0.0,0.0,1,0.0,Not agree,Not agree,3/24/2021 14:16
25595,New Jersey,NJ,3/23/2021,99,873840,770980.0,102860.0,4803,1406.0,24242,21727.0,2515.0,61,0.0,Agree,Agree,3/24/2021 14:16
25596,New Mexico,NM,3/23/2021,99,190064,0.0,0.0,171,0.0,3903,0.0,0.0,11,-1.0,0,Not agree,3/24/2021 14:16
25597,Nevada,NV,3/23/2021,99,301481,0.0,0.0,147,0.0,5188,0.0,0.0,14,0.0,0,0,3/24/2021 14:16
25598,New York,NY,3/23/2021,99,994847,0.0,0.0,3309,0.0,18612,0.0,0.0,18,0.0,Not agree,Not agree,3/24/2021 14:16
25599,,NYC,3/23/2021,99,818631,682604.0,136027.0,6285,1015.0,30797,25754.0,5043.0,60,5.0,Agree,Agree,3/24/2021 14:16
25600,Ohio,OH,3/23/2021,99,1002822,852146.0,150676.0,1628,730.0,18388,18388.0,0.0,41,0.0,Agree,Agree,3/24/2021 14:16
25601,Oklahoma,OK,3/23/2021,99,439491,347031.0,92460.0,286,81.0,6652,5636.0,1016.0,4,1.0,Agree,Agree,3/24/2021 0:00
25602,Oregon,OR,3/23/2021,99,162016,162016.0,0.0,310,0.0,2367,2367.0,0.0,2,0.0,Agree,Agree,3/24/2021 14:16
25603,Pennsylvania,PA,3/23/2021,99,991950,846966.0,144984.0,3515,1116.0,24828,0.0,0.0,39,14.0,Agree,Not agree,3/24/2021 14:16
25604,Puerto Rico,PR,3/23/2021,99,104888,96252.0,8636.0,145,33.0,2100,1787.0,313.0,2,0.0,Agree,Agree,3/24/2021 14:16
25605,Palau,PW,3/23/2021,99,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3/24/2021 14:16
25606,Rhode Island,RI,3/23/2021,99,134468,0.0,0.0,459,0.0,2607,0.0,0.0,0,0.0,Not agree,0,3/24/2021 14:16
25607,,RMI,3/23/2021,99,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,3/24/2021 14:16
25608,South Carolina,SC,3/23/2021,99,546444,461215.0,85229.0,831,384.0,9146,0.0,0.0,12,1.0,Agree,Not agree,4/14/2021 13:28
25609,South Dakota,SD,3/23/2021,99,116100,0.0,0.0,128,18.0,1923,1567.0,356.0,0,0.0,0,Agree,3/24/2021 14:16
25610,Tennessee,TN,3/23/2021,99,803104,667636.0,135468.0,1459,466.0,11747,9443.0,2304.0,34,5.0,Agree,Agree,3/24/2021 14:16
25611,Texas,TX,3/23/2021,99,2752288,0.0,0.0,4595,1164.0,47711,0.0,0.0,37,0.0,Not agree,Not agree,3/24/2021 0:00
25612,Utah,UT,3/23/2021,99,382171,382171.0,0.0,383,0.0,2077,2019.0,58.0,15,0.0,Agree,Agree,3/24/2021 14:16
25613,Virginia,VA,3/23/2021,99,608704,476936.0,131768.0,1470,657.0,10143,8503.0,1640.0,6,0.0,Agree,Agree,3/24/2021 14:16
25614,Virgin Islands,VI,3/23/2021,99,2877,0.0,0.0,19,0.0,26,0.0,0.0,1,0.0,0,0,3/24/2021 14:16
25615,Vermont,VT,3/23/2021,99,17933,0.0,0.0,94,5.0,220,0.0,0.0,1,0.0,Not agree,Not agree,3/24/2021 14:16
25616,Washington,WA,3/23/2021,99,356536,0.0,0.0,550,101.0,5186,0.0,0.0,3,0.0,0,0,3/24/2021 14:16
25617,Wisconsin,WI,3/23/2021,99,629787,572770.0,57017.0,0,0.0,7240,6576.0,664.0,0,0.0,Agree,Agree,3/24/2021 14:16
25618,West Virginia,WV,3/23/2021,99,138429,110030.0,28399.0,327,133.0,2613,0.0,0.0,1,0.0,Agree,Not agree,3/24/2021 14:16
25619,Wyoming,WY,3/23/2021,99,55799,47231.0,8568.0,69,19.0,695,695.0,0.0,2,0.0,Agree,Agree,3/24/2021 14:16
25620,Alaska,AK,3/24/2021,100,59383,0.0,0.0,218,0.0,308,0.0,0.0,0,0.0,0,0,3/25/2021 14:25
25621,Alabama,AL,3/24/2021,100,512711,399511.0,113200.0,922,288.0,10487,8266.0,2221.0,37,8.0,Agree,Agree,3/25/2021 14:25
25622,Arkansas,AR,3/24/2021,100,329177,0.0,0.0,231,97.0,5560,0.0,0.0,13,4.0,Not agree,Not agree,3/25/2021 14:25
25623,American Samoa,AS,3/24/2021,100,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3/25/2021 14:25
25624,Arizona,AZ,3/24/2021,100,837849,779112.0,58737.0,605,154.0,16842,14911.0,1931.0,44,-2.0,Agree,Agree,3/25/2021 14:25
25625,California,CA,3/24/2021,100,3551056,0.0,0.0,1955,0.0,56850,0.0,0.0,254,0.0,Not agree,Not agree,3/25/2021 14:25
25626,Colorado,CO,3/24/2021,100,453520,426151.0,27369.0,1216,162.0,6077,5354.0,723.0,3,-1.0,Agree,Agree,3/25/2021 14:25
25627,Connecticut,CT,3/24/2021,100,302022,279551.0,22471.0,1457,837.0,7852,6455.0,1397.0,7,6.0,Agree,Agree,3/25/2021 14:25
25628,District of Columbia,DC,3/24/2021,100,43595,0.0,0.0,107,0.0,1053,0.0,0.0,2,0.0,0,0,3/25/2021 14:25
25629,Delaware,DE,3/24/2021,100,92819,87578.0,5241.0,210,44.0,1535,1397.0,138.0,0,0.0,Agree,Agree,3/25/2021 14:25
25630,Florida,FL,3/24/2021,100,1984274,0.0,0.0,5034,1988.0,32850,0.0,0.0,30,4.0,Not agree,Not agree,3/25/2021 14:25
25631,,FSM,3/24/2021,100,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,3/25/2021 14:25
25632,Georgia,GA,3/24/2021,100,1049397,845560.0,203837.0,1224,384.0,18660,16257.0,2403.0,72,2.0,Agree,Agree,3/25/2021 14:25
25633,Guam,GU,3/24/2021,100,7794,0.0,0.0,5,0.0,134,0.0,0.0,0,0.0,Not agree,Not agree,3/25/2021 14:25
25634,Hawaii,HI,3/24/2021,100,28045,0.0,0.0,55,0.0,454,0.0,0.0,3,0.0,Not agree,Not agree,3/25/2021 14:25
25635,Iowa,IA,3/24/2021,100,347205,0.0,0.0,758,172.0,5689,0.0,0.0,6,6.0,Not agree,Not agree,3/25/2021 14:25
25636,Idaho,ID,3/24/2021,100,178554,143646.0,34908.0,435,143.0,1952,1703.0,249.0,1,1.0,Agree,Agree,3/25/2021 14:25
25637,Illinois,IL,3/24/2021,100,1227708,1227708.0,0.0,2793,0.0,23408,21136.0,2272.0,17,-3.0,Agree,Agree,3/25/2021 14:25
25638,Indiana,IN,3/24/2021,100,680046,0.0,0.0,967,0.0,12975,12568.0,407.0,16,1.0,Not agree,Agree,3/25/2021 14:25
25639,Kansas,KS,3/24/2021,100,300927,243455.0,57472.0,802,337.0,4881,0.0,0.0,31,7.0,Agree,0,3/25/2021 14:25
25640,Kentucky,KY,3/24/2021,100,422694,322322.0,100372.0,695,263.0,5863,5312.0,551.0,24,7.0,Agree,Agree,3/25/2021 14:25
25641,Louisiana,LA,3/24/2021,100,442221,0.0,0.0,450,223.0,10056,9238.0,818.0,19,12.0,Not agree,Agree,3/25/2021 14:25
25642,Massachusetts,MA,3/24/2021,100,593920,584024.0,9896.0,1865,0.0,16840,16632.0,208.0,54,0.0,Agree,Agree,3/25/2021 14:25
25643,Maryland,MD,3/24/2021,100,403982,0.0,0.0,1382,0.0,8217,8032.0,185.0,3,0.0,0,Agree,3/25/2021 12:19
25644,Maine,ME,3/24/2021,100,49191,37982.0,11209.0,218,69.0,731,708.0,23.0,0,0.0,Agree,Agree,3/25/2021 14:25
25645,Michigan,MI,3/24/2021,100,706550,637645.0,68905.0,5172,718.0,16949,15935.0,1014.0,17,1.0,Agree,Agree,3/25/2021 14:25
25646,Minnesota,MN,3/24/2021,100,508541,0.0,0.0,1310,289.0,6866,6428.0,438.0,9,0.0,0,Agree,3/25/2021 14:25
25647,Missouri,MO,3/24/2021,100,573487,0.0,0.0,1340,892.0,8435,0.0,0.0,1,0.0,Not agree,Not agree,3/25/2021 14:25
25648,Northern Mariana Islands,MP,3/24/2021,100,159,159.0,0.0,1,0.0,2,2.0,0.0,0,0.0,Agree,Agree,3/25/2021 14:25
25649,Mississippi,MS,3/24/2021,100,303942,186811.0,117131.0,317,190.0,6987,4847.0,2140.0,6,3.0,Agree,Agree,3/25/2021 14:25
25650,Montana,MT,3/24/2021,100,103666,96576.0,7090.0,214,46.0,1431,1431.0,0.0,12,0.0,Agree,Agree,3/25/2021 14:25
25651,North Carolina,NC,3/24/2021,100,901262,780365.0,120897.0,2098,890.0,11894,10498.0,1396.0,40,10.0,Agree,Agree,3/25/2021 14:25
25652,North Dakota,ND,3/24/2021,100,102198,96024.0,6174.0,197,62.0,1465,0.0,0.0,1,0.0,Agree,Not agree,3/25/2021 14:25
25653,Nebraska,NE,3/24/2021,100,206939,0.0,0.0,232,0.0,2165,0.0,0.0,28,0.0,Not agree,Not agree,3/25/2021 14:25
25654,New Hampshire,NH,3/24/2021,100,81521,0.0,0.0,389,160.0,1228,0.0,0.0,10,3.0,Not agree,Not agree,3/25/2021 14:25
25655,New Jersey,NJ,3/24/2021,100,877936,774100.0,103836.0,4096,976.0,24292,21757.0,2535.0,50,20.0,Agree,Agree,3/25/2021 14:25
25656,New Mexico,NM,3/24/2021,100,190275,0.0,0.0,211,0.0,3909,0.0,0.0,6,0.0,0,Not agree,3/25/2021 14:25
25657,Nevada,NV,3/24/2021,100,301727,0.0,0.0,246,0.0,5203,0.0,0.0,15,0.0,0,0,3/25/2021 14:25
25658,New York,NY,3/24/2021,100,998316,0.0,0.0,3469,0.0,18638,0.0,0.0,26,0.0,Not agree,Not agree,3/25/2021 14:25
25659,,NYC,3/24/2021,100,822725,685283.0,137442.0,4094,1415.0,30853,25813.0,5040.0,56,-3.0,Agree,Agree,3/25/2021 14:25
25660,Ohio,OH,3/24/2021,100,1004670,853398.0,151272.0,1848,596.0,18388,18388.0,0.0,0,0.0,Agree,Agree,3/25/2021 14:25
25661,Oklahoma,OK,3/24/2021,100,439756,347218.0,92538.0,265,78.0,6655,5638.0,1017.0,3,1.0,Agree,Agree,3/25/2021 0:00
25662,Oregon,OR,3/24/2021,100,162385,162385.0,0.0,369,0.0,2368,2368.0,0.0,1,0.0,Agree,Agree,3/25/2021 14:25
25663,Pennsylvania,PA,3/24/2021,100,996617,850258.0,146359.0,4667,1375.0,24876,0.0,0.0,48,-79.0,Agree,Not agree,3/25/2021 14:25
25664,Puerto Rico,PR,3/24/2021,100,104966,96293.0,8673.0,78,37.0,2103,1790.0,313.0,3,0.0,Agree,Agree,3/25/2021 14:25
25665,Palau,PW,3/24/2021,100,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3/25/2021 14:25
25666,Rhode Island,RI,3/24/2021,100,134953,0.0,0.0,485,0.0,2609,0.0,0.0,2,0.0,Not agree,0,3/25/2021 14:25
25667,,RMI,3/24/2021,100,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,3/25/2021 14:25
25668,South Carolina,SC,3/24/2021,100,547438,461793.0,85645.0,994,416.0,9156,0.0,0.0,10,2.0,Agree,Not agree,4/14/2021 13:28
25669,South Dakota,SD,3/24/2021,100,116370,0.0,0.0,270,55.0,1924,1568.0,356.0,1,0.0,0,Agree,3/25/2021 14:25
25670,Tennessee,TN,3/24/2021,100,804492,668541.0,135951.0,1388,483.0,11792,9477.0,2315.0,45,11.0,Agree,Agree,3/25/2021 14:25
25671,Texas,TX,3/24/2021,100,2756632,0.0,0.0,4344,1059.0,47743,0.0,0.0,32,0.0,Not agree,Not agree,3/25/2021 0:00
25672,Utah,UT,3/24/2021,100,382733,382733.0,0.0,562,0.0,2082,2024.0,58.0,5,0.0,Agree,Agree,3/25/2021 14:25
25673,Virginia,VA,3/24/2021,100,610263,477880.0,132383.0,1559,615.0,10147,8507.0,1640.0,4,0.0,Agree,Agree,3/25/2021 14:25
25674,Virgin Islands,VI,3/24/2021,100,2876,0.0,0.0,-1,0.0,25,0.0,0.0,-1,0.0,0,0,3/25/2021 14:25
25675,Vermont,VT,3/24/2021,100,18028,0.0,0.0,95,6.0,222,0.0,0.0,2,0.0,Not agree,Not agree,3/25/2021 14:25
25676,Washington,WA,3/24/2021,100,357499,0.0,0.0,963,198.0,5200,0.0,0.0,14,0.0,0,0,3/25/2021 14:25
25677,Wisconsin,WI,3/24/2021,100,631301,573899.0,57402.0,1514,385.0,7263,6597.0,666.0,23,2.0,Agree,Agree,3/25/2021 14:25
25678,West Virginia,WV,3/24/2021,100,138818,110274.0,28544.0,389,145.0,2619,0.0,0.0,6,0.0,Agree,Not agree,3/25/2021 14:25
25679,Wyoming,WY,3/24/2021,100,55887,47298.0,8589.0,88,21.0,695,695.0,0.0,0,0.0,Agree,Agree,3/25/2021 14:25
25680,Alaska,AK,3/25/2021,101,59528,0.0,0.0,145,0.0,309,0.0,0.0,1,0.0,0,0,3/26/2021 14:14
25681,Alabama,AL,3/25/2021,101,513138,399818.0,113320.0,427,120.0,10504,8280.0,2224.0,17,3.0,Agree,Agree,3/26/2021 14:14
25682,Arkansas,AR,3/25/2021,101,329511,0.0,0.0,334,76.0,5571,0.0,0.0,11,5.0,Not agree,Not agree,3/26/2021 14:14
25683,American Samoa,AS,3/25/2021,101,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3/26/2021 14:14
25684,Arizona,AZ,3/25/2021,101,837987,779178.0,58809.0,138,72.0,16874,14940.0,1934.0,32,3.0,Agree,Agree,3/26/2021 14:14
25685,California,CA,3/25/2021,101,3553307,0.0,0.0,2251,0.0,57091,0.0,0.0,241,0.0,Not agree,Not agree,3/26/2021 14:14
25686,Colorado,CO,3/25/2021,101,454893,427289.0,27604.0,1373,235.0,6082,5356.0,726.0,5,3.0,Agree,Agree,3/26/2021 14:14
